hour,day,month,year,PM2.5,PM10,SO2,NO2,RAIN,TEMP
21,28,10,2013,351.0,377.0,17.0,127.9019,0.0,8.5
22,28,10,2013,369.0,401.0,15.0,114.968,0.0,8.0
23,28,10,2013,376.0,401.0,13.0,120.9217,0.0,7.3
0,29,10,2013,355.0,365.0,13.0,108.1931,0.0,7.2
1,29,10,2013,204.0,365.0,9.0,96.2857,0.0,10.2
2,29,10,2013,55.0,55.0,9.0,44.7554,0.0,9.9
3,29,10,2013,18.0,18.0,19.0,35.7222,0.0,9.8
4,29,10,2013,23.0,23.0,19.0,31.0003,0.0,9.8
5,29,10,2013,23.0,23.0,18.0,30.3844,0.0,7.8
6,29,10,2013,23.0,23.0,16.0,37.3646,0.0,6.4
7,29,10,2013,23.0,10.0,12.0,44.1395,0.0,8.3
8,29,10,2013,17.0,29.0,16.0,46.6031,0.0,12.1
9,29,10,2013,13.0,29.0,16.0,27.7155,0.0,13.7
10,29,10,2013,14.0,14.0,18.0,17.2452,0.0,14.7
11,29,10,2013,3.0,6.0,14.0,13.1392,0.0,15.3
12,29,10,2013,6.0,6.0,14.0,14.9869,0.0,16.2
13,29,10,2013,3.0,3.0,15.0,12.1127,0.0,16.8
14,29,10,2013,3.0,6.0,11.0,16.0134,0.0,17.4
15,29,10,2013,3.0,6.0,10.0,14.371,0.0,16.7
16,29,10,2013,6.0,74.0,10.0,15.1922,0.0,13.9
17,29,10,2013,6.0,75.0,11.0,25.2519,0.0,9.9
18,29,10,2013,17.0,44.0,10.0,69.3914,0.0,8.4
19,29,10,2013,17.0,53.0,12.0,76.5769,0.0,6.9
20,29,10,2013,37.0,68.0,12.0,76.7822,0.0,6.0
21,29,10,2013,37.0,88.0,14.0,75.5504,0.0,4.4
22,29,10,2013,58.0,88.0,14.0,67.5437,0.0,4.0
23,29,10,2013,59.0,131.0,15.0,63.8483,0.0,5.1
0,30,10,2013,59.0,124.0,15.0,57.2787,0.0,4.5
1,30,10,2013,41.0,51.0,9.0,64.6695,0.0,2.9
2,30,10,2013,53.0,51.0,10.0,55.8416,0.0,3.0
3,30,10,2013,60.0,104.0,10.0,51.1197,0.0,3.5
4,30,10,2013,59.0,91.0,10.0,52.45415,0.0,2.8
5,30,10,2013,59.0,80.0,9.0,53.7886,0.0,2.6
6,30,10,2013,46.0,65.0,8.0,51.9409,0.0,2.0
7,30,10,2013,47.0,65.0,10.0,48.8614,0.0,3.4
8,30,10,2013,58.0,158.0,14.0,39.6229,0.0,7.3
9,30,10,2013,58.0,158.0,20.0,47.6296,0.0,10.0
10,30,10,2013,40.0,49.0,20.0,50.5038,0.0,11.8
11,30,10,2013,41.0,49.0,19.0,51.1197,0.0,13.2
12,30,10,2013,41.0,47.0,20.0,50.9144,0.0,14.6
13,30,10,2013,50.0,61.0,17.0,55.8416,0.0,15.3
14,30,10,2013,74.0,106.0,18.0,67.3384,0.0,15.1
15,30,10,2013,107.0,157.0,22.0,88.6896,0.0,14.7
16,30,10,2013,107.0,157.0,24.0,87.4578,0.0,12.8
17,30,10,2013,116.0,156.0,23.0,107.9878,0.0,9.0
18,30,10,2013,136.0,187.0,17.0,125.6436,0.0,7.3
19,30,10,2013,136.0,213.0,14.0,125.0277,0.0,6.3
20,30,10,2013,176.0,222.0,12.0,117.2263,0.0,5.8
21,30,10,2013,182.0,225.0,11.0,112.915,0.0,5.7
22,30,10,2013,188.0,225.0,11.0,98.7493,0.0,6.0
23,30,10,2013,130.0,101.0,10.0,97.7228,0.0,5.6
0,31,10,2013,118.0,144.0,10.0,94.438,0.0,5.0
1,31,10,2013,130.0,162.0,9.0,94.0274,0.0,4.6
2,31,10,2013,131.0,166.0,9.0,86.8419,0.0,4.5
3,31,10,2013,115.0,137.0,9.0,70.4179,0.0,3.7
4,31,10,2013,114.0,134.0,9.0,69.5967,0.0,3.5
5,31,10,2013,114.0,124.0,8.0,68.1596,0.0,3.5
6,31,10,2013,117.0,138.0,7.0,68.9808,0.0,2.7
7,31,10,2013,127.0,158.0,9.0,61.1794,0.0,4.3
8,31,10,2013,127.0,208.0,12.0,53.7886,0.0,7.4
9,31,10,2013,138.0,208.0,15.0,63.8483,0.0,9.2
10,31,10,2013,135.0,212.0,15.0,74.9345,0.0,11.8
11,31,10,2013,135.0,274.0,20.0,84.7889,0.0,12.8
12,31,10,2013,139.0,68.0,27.0,88.4843,0.0,14.3
13,31,10,2013,107.0,134.0,28.0,97.3122,0.0,14.3
14,31,10,2013,107.0,144.0,24.0,103.6765,0.0,14.1
15,31,10,2013,131.0,157.0,22.0,118.6634,0.0,13.3
16,31,10,2013,173.0,187.0,22.0,135.7033,0.0,11.7
17,31,10,2013,186.0,252.0,16.0,144.1206,0.0,9.6
18,31,10,2013,203.0,259.0,13.0,144.1206,0.0,8.4
19,31,10,2013,195.0,215.0,10.0,129.9549,0.0,7.3
20,31,10,2013,205.0,221.0,10.0,120.3058,0.0,6.1
21,31,10,2013,218.0,234.0,10.0,114.3521,0.0,5.2
22,31,10,2013,225.0,254.0,10.0,104.0871,0.0,4.9
23,31,10,2013,233.0,273.0,11.0,91.5638,0.0,5.1
0,1,11,2013,212.0,273.0,15.0,84.5836,0.0,5.1
1,1,11,2013,199.0,226.0,11.0,105.1136,0.0,4.4
2,1,11,2013,185.0,201.0,10.0,92.1797,0.0,4.3
3,1,11,2013,180.0,185.0,11.0,75.7557,0.0,4.6
4,1,11,2013,175.0,187.0,12.0,67.3384,0.0,4.9
5,1,11,2013,147.0,174.0,10.0,78.014,0.0,4.3
6,1,11,2013,169.0,183.0,10.0,70.6232,0.0,4.8
7,1,11,2013,173.0,199.0,10.0,72.4709,0.0,5.9
8,1,11,2013,179.0,244.0,11.0,71.6497,0.0,7.4
9,1,11,2013,169.0,204.0,10.0,75.7557,0.0,9.0
10,1,11,2013,168.0,172.0,12.0,80.4776,0.0,10.4
11,1,11,2013,181.0,295.0,13.0,85.4048,0.0,11.0
12,1,11,2013,167.0,169.0,9.0,98.1334,0.0,12.0
13,1,11,2013,153.0,210.0,16.0,113.7362,0.0,12.7
14,1,11,2013,205.0,255.0,22.0,135.9086,0.0,12.3
15,1,11,2013,229.0,236.0,27.0,120.7164,0.0,11.7
16,1,11,2013,244.0,236.0,37.0,110.2461,0.0,10.6
17,1,11,2013,214.0,186.0,22.0,95.2592,0.0,10.3
18,1,11,2013,198.0,155.0,12.0,98.7493,0.0,9.1
19,1,11,2013,206.0,145.0,13.0,94.6433,0.0,7.7
20,1,11,2013,179.0,114.0,12.0,93.0009,0.0,6.6
21,1,11,2013,157.0,103.0,11.0,87.4578,0.0,6.1
22,1,11,2013,172.0,129.0,10.0,80.067,0.0,6.5
23,1,11,2013,138.0,149.0,9.0,75.5504,0.0,6.6
0,2,11,2013,152.0,169.0,9.0,77.3981,0.0,7.0
1,2,11,2013,193.0,206.0,9.0,81.9147,0.0,6.5
2,2,11,2013,255.0,206.0,7.0,78.2193,0.0,5.4
3,2,11,2013,260.0,204.0,8.0,67.5437,0.0,4.8
4,2,11,2013,259.0,220.0,10.0,52.86475,0.0,4.1
5,2,11,2013,222.0,243.0,14.0,38.1858,0.0,3.9
6,2,11,2013,231.0,243.0,12.0,42.2918,0.0,3.3
7,2,11,2013,221.0,174.0,10.0,42.0865,0.0,4.3
8,2,11,2013,188.0,219.0,12.0,35.5169,0.0,6.4
9,2,11,2013,238.0,281.0,12.0,60.9741,0.0,8.2
10,2,11,2013,220.0,234.0,10.0,129.5443,0.0,11.2
11,2,11,2013,240.0,243.0,23.0,130.3655,0.0,12.4
12,2,11,2013,252.0,279.0,34.0,146.3789,0.0,13.3
13,2,11,2013,270.0,281.0,31.0,157.4651,0.0,12.9
14,2,11,2013,284.0,320.0,26.0,159.3128,0.0,13.0
15,2,11,2013,355.0,320.0,20.0,143.9153,0.0,12.0
16,2,11,2013,324.0,254.0,13.0,117.8422,0.0,11.0
17,2,11,2013,310.0,256.0,9.0,127.0807,0.0,9.2
18,2,11,2013,314.0,255.0,7.0,125.4383,0.0,9.8
19,2,11,2013,306.0,262.0,7.0,120.3058,0.0,9.2
20,2,11,2013,305.0,249.0,8.0,112.915,0.0,7.7
21,2,11,2013,298.0,234.0,7.0,104.2924,0.0,8.2
22,2,11,2013,254.0,281.0,11.0,86.0207,0.0,8.0
23,2,11,2013,272.0,310.0,8.0,119.6899,0.0,8.0
0,3,11,2013,302.0,321.0,9.0,116.1998,0.0,7.1
1,3,11,2013,327.0,321.0,10.0,109.8355,0.0,6.9
2,3,11,2013,256.0,166.0,9.0,98.544,0.0,7.6
3,3,11,2013,43.0,43.0,6.0,61.3847,0.0,7.4
4,3,11,2013,26.0,26.0,7.0,58.3052,0.0,11.2
5,3,11,2013,14.0,14.0,14.0,36.1328,0.0,11.5
6,3,11,2013,13.0,13.0,15.0,24.8413,0.0,8.8
7,3,11,2013,12.0,12.0,13.0,19.0929,0.0,11.5
8,3,11,2013,3.0,6.0,11.0,46.1925,0.0,14.4
9,3,11,2013,12.0,6.0,25.0,26.4837,0.0,15.6
10,3,11,2013,3.0,6.0,17.0,16.6293,0.0,16.1
11,3,11,2013,9.0,79.0,13.0,10.265,0.0,17.0
12,3,11,2013,13.0,51.0,13.0,10.6756,0.0,17.9
13,3,11,2013,7.0,15.0,13.0,10.8809,0.0,18.7
14,3,11,2013,14.0,15.0,10.0,10.8809,0.0,18.8
15,3,11,2013,3.0,6.0,6.0,9.2385,0.0,18.2
16,3,11,2013,3.0,6.0,6.0,13.9604,0.0,15.6
17,3,11,2013,3.0,6.0,6.0,25.0466,0.0,10.2
18,3,11,2013,29.0,86.0,8.0,50.9144,0.0,8.3
19,3,11,2013,30.0,71.0,9.0,55.8416,0.0,7.0
20,3,11,2013,34.0,76.0,11.0,52.5568,0.0,5.8
21,3,11,2013,52.0,111.0,14.0,46.3978,0.0,4.6
22,3,11,2013,62.0,75.0,11.0,57.2787,0.0,4.4
23,3,11,2013,49.0,77.0,10.0,52.9674,0.0,3.8
0,4,11,2013,46.0,92.0,11.0,50.2985,0.0,4.1
1,4,11,2013,39.0,56.0,10.0,46.8084,0.0,3.3
2,4,11,2013,33.0,58.0,11.0,45.9872,0.0,2.8
3,4,11,2013,24.0,26.0,10.0,46.1925,0.0,4.0
4,4,11,2013,30.0,52.0,11.0,42.9077,0.0,3.0
5,4,11,2013,13.0,18.0,8.0,48.2455,0.0,2.3
6,4,11,2013,33.0,45.0,8.0,45.3713,0.0,1.8
7,4,11,2013,31.0,73.0,8.0,40.4441,0.0,2.6
8,4,11,2013,47.0,120.0,13.0,37.1593,0.0,9.2
9,4,11,2013,50.0,134.0,30.0,46.1925,0.0,12.7
10,4,11,2013,32.0,38.0,32.0,55.431,0.0,15.0
11,4,11,2013,17.0,127.0,30.0,58.3052,0.0,16.0
12,4,11,2013,54.0,127.0,24.0,56.0469,0.0,16.9
13,4,11,2013,37.0,43.0,22.0,47.219,0.0,17.7
14,4,11,2013,24.0,30.0,17.0,39.6229,0.0,17.4
15,4,11,2013,12.0,23.0,12.0,33.4639,0.0,16.8
16,4,11,2013,27.0,38.0,11.0,36.7487,0.0,14.5
17,4,11,2013,34.0,51.0,11.0,54.1992,0.0,10.9
18,4,11,2013,54.0,94.0,12.0,85.6101,0.0,8.6
19,4,11,2013,70.0,136.0,15.0,91.5638,0.0,6.5
20,4,11,2013,94.0,165.0,18.0,88.8949,0.0,5.4
21,4,11,2013,110.0,205.0,17.0,81.2988,0.0,5.3
22,4,11,2013,121.0,229.0,16.0,77.6034,0.0,5.4
23,4,11,2013,136.0,261.0,19.0,68.5702,0.0,7.0
0,5,11,2013,119.0,154.0,17.0,74.7292,0.0,7.5
1,5,11,2013,105.0,155.0,13.0,77.8087,0.0,7.4
2,5,11,2013,111.0,170.0,12.0,77.6034,0.0,7.3
3,5,11,2013,94.0,127.0,10.0,66.9278,0.0,7.6
4,5,11,2013,95.0,119.0,13.0,67.85165,0.0,7.8
5,5,11,2013,92.0,106.0,16.0,68.7755,0.0,7.9
6,5,11,2013,91.0,126.0,16.0,65.0801,0.0,7.5
7,5,11,2013,87.0,154.0,13.0,57.484,0.0,8.2
8,5,11,2013,101.0,159.0,14.0,58.3052,0.0,9.2
9,5,11,2013,101.0,159.0,14.0,65.4907,0.0,10.4
10,5,11,2013,126.0,255.0,29.0,74.3186,0.0,11.7
11,5,11,2013,111.5,163.0,40.0,84.3783,0.0,12.9
12,5,11,2013,97.0,182.0,51.0,87.2525,0.0,12.9
13,5,11,2013,166.0,185.0,49.0,91.3585,0.0,13.8
14,5,11,2013,175.0,184.0,50.0,95.0539,0.0,14.2
15,5,11,2013,178.0,209.0,32.0,104.4977,0.0,13.3
16,5,11,2013,195.0,207.0,35.0,122.5641,0.0,11.4
17,5,11,2013,201.0,219.0,32.0,129.5443,0.0,8.7
18,5,11,2013,213.0,260.0,23.0,138.1669,0.0,6.9
19,5,11,2013,224.0,291.0,19.0,138.9881,0.0,6.2
20,5,11,2013,242.0,342.0,21.0,124.0012,0.0,6.8
21,5,11,2013,249.0,365.0,23.0,106.5507,0.0,6.6
22,5,11,2013,232.0,313.0,17.0,105.5242,0.0,6.0
23,5,11,2013,239.0,317.0,15.0,99.1599,0.0,5.5
0,6,11,2013,227.0,296.0,16.0,83.1465,0.0,5.1
1,6,11,2013,206.0,252.0,14.0,75.5504,0.0,3.8
2,6,11,2013,199.0,248.0,16.0,67.5437,0.0,3.3
3,6,11,2013,195.0,237.0,16.0,66.3119,0.0,4.0
4,6,11,2013,188.0,227.0,15.0,66.3119,0.0,4.1
5,6,11,2013,163.0,183.0,9.0,84.5836,0.0,3.2
6,6,11,2013,152.0,189.0,11.0,63.4377,0.0,2.0
7,6,11,2013,160.0,193.0,11.0,55.2257,0.0,3.4
8,6,11,2013,173.0,240.0,12.0,57.2787,0.0,6.6
9,6,11,2013,191.0,248.0,15.0,76.7822,0.0,11.3
10,6,11,2013,201.0,253.0,36.0,98.1334,0.0,13.5
11,6,11,2013,194.0,263.0,45.0,119.4846,0.0,17.7
12,6,11,2013,167.0,191.0,47.0,109.2196,0.0,17.8
13,6,11,2013,41.0,78.0,22.0,19.0929,0.0,17.9
14,6,11,2013,26.0,60.0,15.0,17.6558,0.0,16.8
15,6,11,2013,19.0,136.0,10.0,13.9604,0.0,15.8
16,6,11,2013,19.0,130.0,7.0,14.7816,0.0,14.3
17,6,11,2013,19.0,103.0,7.0,16.8346,0.0,13.8
18,6,11,2013,15.0,84.0,6.0,20.7353,0.0,12.9
19,6,11,2013,13.0,79.0,8.0,19.9141,0.0,11.8
20,6,11,2013,16.0,115.0,6.0,23.4042,0.0,10.8
21,6,11,2013,15.0,85.0,6.0,16.6293,0.0,10.5
22,6,11,2013,9.0,55.0,5.0,16.6293,0.0,9.8
23,6,11,2013,6.0,45.0,5.0,16.8346,0.0,9.1
0,7,11,2013,11.0,20.0,6.0,18.8876,0.0,8.7
1,7,11,2013,4.0,17.0,6.0,24.8413,0.0,8.2
2,7,11,2013,4.0,18.0,6.0,25.0466,0.0,5.3
3,7,11,2013,6.0,19.0,5.0,27.5102,0.0,6.6
4,7,11,2013,3.0,8.0,7.0,26.0731,0.0,3.9
5,7,11,2013,13.0,42.0,8.0,43.3183,0.0,2.0
6,7,11,2013,17.0,49.0,8.0,44.7554,0.0,3.4
7,7,11,2013,17.0,54.0,7.0,46.8084,0.0,3.1
8,7,11,2013,22.0,90.0,10.0,44.9607,0.0,8.3
9,7,11,2013,33.0,121.0,23.0,45.9872,0.0,11.0
10,7,11,2013,34.0,71.0,19.0,53.378,0.0,11.7
11,7,11,2013,33.0,75.0,15.0,45.5766,0.0,12.7
12,7,11,2013,26.0,47.0,14.0,41.2653,0.0,13.7
13,7,11,2013,37.0,51.0,17.0,37.7752,0.0,13.8
14,7,11,2013,43.0,66.0,17.0,35.5169,0.0,13.8
15,7,11,2013,41.0,81.0,15.0,38.1858,0.0,13.3
16,7,11,2013,47.0,65.0,16.0,43.7289,0.0,11.5
17,7,11,2013,51.0,86.0,16.0,63.2324,0.0,8.5
18,7,11,2013,60.0,105.0,14.0,80.2723,0.0,6.5
19,7,11,2013,66.0,120.0,17.0,79.4511,0.0,4.3
20,7,11,2013,83.0,136.0,14.0,78.6299,0.0,3.2
21,7,11,2013,107.0,175.0,14.0,73.2921,0.0,2.7
22,7,11,2013,104.0,175.0,14.0,65.2854,0.0,2.7
23,7,11,2013,100.0,173.0,14.0,59.9476,0.0,4.2
0,8,11,2013,101.0,153.0,11.0,67.1331,0.0,3.6
1,8,11,2013,103.0,165.0,13.0,69.5967,0.0,3.1
2,8,11,2013,106.0,154.0,10.0,63.4377,0.0,2.4
3,8,11,2013,91.0,132.0,9.0,61.7953,0.0,2.5
4,8,11,2013,90.0,118.0,8.0,58.20255,0.0,2.0
5,8,11,2013,82.0,103.0,7.0,54.6098,0.0,1.7
6,8,11,2013,80.0,99.0,7.0,56.0469,0.0,1.7
7,8,11,2013,75.0,121.0,12.0,54.8151,0.0,3.2
8,8,11,2013,89.0,161.0,14.0,50.9144,0.0,5.2
9,8,11,2013,87.0,135.0,31.0,58.9211,0.0,7.1
10,8,11,2013,84.0,169.0,15.0,61.7953,0.0,9.5
11,8,11,2013,91.0,135.0,35.0,64.4642,0.0,10.8
12,8,11,2013,108.0,140.0,53.0,71.2391,0.0,11.9
13,8,11,2013,126.0,147.0,67.0,87.0472,0.0,12.7
14,8,11,2013,134.0,156.0,72.0,97.3122,0.0,12.8
15,8,11,2013,144.0,175.0,72.0,105.9348,0.0,12.1
16,8,11,2013,144.0,175.0,72.0,111.0673,0.0,8.8
17,8,11,2013,160.0,201.0,54.0,110.2461,0.0,6.2
18,8,11,2013,163.0,211.0,36.0,99.9811,0.0,5.3
19,8,11,2013,163.0,210.0,27.0,93.6168,0.0,4.8
20,8,11,2013,166.0,210.0,23.0,94.8486,0.0,4.7
21,8,11,2013,172.0,216.0,23.0,87.6631,0.0,5.0
22,8,11,2013,184.0,223.0,24.0,83.5571,0.0,4.4
23,8,11,2013,191.0,221.0,20.0,82.5306,0.0,4.7
0,9,11,2013,204.0,245.0,17.0,79.4511,0.0,5.2
1,9,11,2013,209.0,252.0,17.0,76.5769,0.0,4.9
2,9,11,2013,186.0,228.0,14.0,79.8617,0.0,5.0
3,9,11,2013,189.0,227.0,13.0,80.6829,0.0,5.0
4,9,11,2013,180.0,208.0,14.0,78.6299,0.0,4.7
5,9,11,2013,169.0,188.0,12.0,79.8617,0.0,5.1
6,9,11,2013,168.0,187.0,13.0,92.385,0.0,4.6
7,9,11,2013,165.0,188.0,13.0,85.8154,0.0,6.3
8,9,11,2013,172.0,232.0,17.0,76.9875,0.0,7.8
9,9,11,2013,167.0,198.0,49.0,90.332,0.0,9.4
10,9,11,2013,170.0,196.0,73.0,87.6631,0.0,11.3
11,9,11,2013,173.0,205.0,90.0,87.0472,0.0,13.7
12,9,11,2013,138.0,163.0,95.0,79.2458,0.0,15.4
13,9,11,2013,64.0,68.0,71.0,51.325,0.0,15.2
14,9,11,2013,47.0,55.0,50.0,45.166,0.0,14.9
15,9,11,2013,41.0,65.0,42.0,44.5501,0.0,14.5
16,9,11,2013,36.0,79.0,38.0,45.9872,0.0,14.0
17,9,11,2013,36.0,79.0,38.0,33.4639,0.0,13.2
18,9,11,2013,15.0,65.0,10.0,20.1194,0.0,11.8
19,9,11,2013,13.0,130.0,7.0,16.424,0.0,10.4
20,9,11,2013,11.0,91.0,6.0,13.3445,0.0,9.0
21,9,11,2013,8.0,43.0,7.0,17.2452,0.0,8.2
22,9,11,2013,10.0,19.0,7.0,27.7155,0.0,6.2
23,9,11,2013,9.0,24.0,5.0,14.1657,0.0,4.8
0,10,11,2013,7.0,29.0,4.0,12.7286,0.0,3.3
1,10,11,2013,3.0,45.0,4.0,14.1657,0.0,2.2
2,10,11,2013,3.0,48.0,7.0,8.4173,0.0,1.5
3,10,11,2013,6.0,22.0,6.0,9.4438,0.0,0.9
4,10,11,2013,8.0,16.0,9.0,10.4703,0.0,0.0
5,10,11,2013,5.0,17.0,10.0,12.9339,0.0,0.3
6,10,11,2013,5.0,21.0,9.0,14.9869,0.0,0.1
7,10,11,2013,11.0,31.0,7.0,26.4837,0.0,-0.9
8,10,11,2013,11.0,31.0,7.0,51.325,0.0,3.3
9,10,11,2013,14.0,25.0,4.0,36.954,0.0,4.9
10,10,11,2013,8.0,13.0,1.0,22.3777,0.0,7.1
11,10,11,2013,8.0,9.0,5.0,21.1459,0.0,8.9
12,10,11,2013,9.0,9.0,5.0,18.8876,0.0,10.1
13,10,11,2013,11.0,19.0,7.0,18.6823,0.0,10.6
14,10,11,2013,14.0,35.0,7.0,14.5763,0.0,11.3
15,10,11,2013,7.0,23.0,7.0,14.9869,0.0,11.4
16,10,11,2013,11.0,32.0,8.0,18.477,0.0,7.5
17,10,11,2013,33.0,68.0,11.0,54.1992,0.0,6.1
18,10,11,2013,51.0,103.0,12.0,79.4511,0.0,4.3
19,10,11,2013,58.0,108.0,13.0,86.226,0.0,3.4
20,10,11,2013,67.0,109.0,14.0,85.8154,0.0,2.2
21,10,11,2013,85.0,132.0,16.0,87.0472,0.0,6.8
22,10,11,2013,85.0,135.0,13.0,76.1663,0.0,7.5
23,10,11,2013,29.0,60.0,14.0,67.5437,0.0,6.3
0,11,11,2013,19.0,32.0,14.0,50.5038,0.0,3.2
1,11,11,2013,17.0,41.0,11.0,49.8879,0.0,2.9
2,11,11,2013,21.0,26.0,13.0,57.2787,0.0,4.3
3,11,11,2013,19.0,32.0,17.0,59.9476,0.0,1.3
4,11,11,2013,14.0,25.0,15.0,58.407849999999996,0.0,2.6
5,11,11,2013,15.0,30.0,12.0,56.8681,0.0,1.7
6,11,11,2013,18.0,28.0,17.0,57.2787,0.0,3.9
7,11,11,2013,22.0,39.0,18.0,55.2257,0.0,5.1
8,11,11,2013,20.0,62.0,21.0,54.1992,0.0,8.0
9,11,11,2013,19.0,59.0,25.0,50.7091,0.0,10.5
10,11,11,2013,17.0,38.0,22.0,38.8017,0.0,10.8
11,11,11,2013,18.0,30.0,17.0,32.0268,0.0,11.8
12,11,11,2013,19.0,24.0,15.0,34.0798,0.0,12.4
13,11,11,2013,34.0,53.0,19.0,52.7621,0.0,12.6
14,11,11,2013,39.0,57.0,22.0,55.6363,0.0,12.1
15,11,11,2013,47.0,105.0,22.0,52.7621,0.0,11.3
16,11,11,2013,47.0,105.0,22.0,54.6098,0.0,10.0
17,11,11,2013,53.0,75.0,18.0,62.6165,0.0,9.3
18,11,11,2013,60.0,96.0,22.0,82.3253,0.0,8.6
19,11,11,2013,71.0,107.0,24.0,82.5306,0.0,7.0
20,11,11,2013,77.0,117.0,22.0,78.8352,0.0,3.8
21,11,11,2013,88.0,128.0,18.0,78.014,0.0,2.2
22,11,11,2013,112.0,143.0,15.0,75.3451,0.0,0.8
23,11,11,2013,110.0,144.0,14.0,72.8815,0.0,0.1
0,12,11,2013,115.0,157.0,12.0,67.749,0.0,-0.1
1,12,11,2013,113.0,165.0,12.0,58.5105,0.0,-0.4
2,12,11,2013,108.0,163.0,13.0,52.7621,0.0,-0.7
3,12,11,2013,103.0,145.0,14.0,54.8151,0.0,-0.6
4,12,11,2013,97.0,149.0,13.0,53.5833,0.0,0.3
5,12,11,2013,111.0,163.0,14.0,55.431,0.0,0.8
6,12,11,2013,121.0,171.0,14.0,57.0734,0.0,1.4
7,12,11,2013,116.0,171.0,13.0,55.8416,0.0,1.1
8,12,11,2013,100.0,178.0,15.0,56.6628,0.0,7.3
9,12,11,2013,84.0,117.0,43.0,63.0271,0.0,11.6
10,12,11,2013,62.0,88.0,50.0,61.1794,0.0,13.9
11,12,11,2013,58.0,77.0,42.0,56.4575,0.0,15.0
12,12,11,2013,18.0,23.0,29.0,27.5102,0.0,15.6
13,12,11,2013,12.0,15.0,25.0,24.0201,0.0,16.4
14,12,11,2013,18.0,15.0,22.0,24.4307,0.0,15.9
15,12,11,2013,19.0,30.0,21.0,32.4374,0.0,15.3
16,12,11,2013,24.0,36.0,21.0,43.9342,0.0,11.3
17,12,11,2013,26.0,50.0,18.0,63.0271,0.0,7.8
18,12,11,2013,45.0,76.0,19.0,78.2193,0.0,6.8
19,12,11,2013,45.0,88.0,21.0,76.5769,0.0,4.6
20,12,11,2013,49.0,91.0,19.0,77.6034,0.0,8.9
21,12,11,2013,52.0,82.0,20.0,80.067,0.0,8.5
22,12,11,2013,54.0,74.0,23.0,80.4776,0.0,4.6
23,12,11,2013,77.0,94.0,25.0,78.6299,0.0,5.2
0,13,11,2013,86.0,98.0,24.0,80.2723,0.0,3.2
1,13,11,2013,94.0,110.0,15.0,77.1928,0.0,2.3
2,13,11,2013,94.0,103.0,11.0,75.961,0.0,2.7
3,13,11,2013,98.0,120.0,9.0,67.749,0.0,2.9
4,13,11,2013,103.0,134.0,11.0,62.2059,0.0,3.0
5,13,11,2013,114.0,139.0,12.0,66.7225,0.0,2.9
6,13,11,2013,120.0,144.0,13.0,72.0603,0.0,2.9
7,13,11,2013,113.0,140.0,15.0,73.4974,0.0,4.4
8,13,11,2013,110.0,144.0,24.0,74.9345,0.0,5.8
9,13,11,2013,108.0,137.0,42.0,76.1663,0.0,6.3
10,13,11,2013,108.0,137.0,42.0,77.3981,0.0,7.3
11,13,11,2013,138.0,178.0,77.0,86.0207,0.0,8.4
12,13,11,2013,158.0,185.0,89.0,96.491,0.0,9.4
13,13,11,2013,167.0,190.0,94.0,105.7295,0.0,9.7
14,13,11,2013,169.0,188.0,84.0,109.4249,0.0,9.8
15,13,11,2013,175.0,222.0,83.0,114.968,0.0,9.2
16,13,11,2013,188.0,199.0,67.0,118.4581,0.0,7.5
17,13,11,2013,192.0,224.0,43.0,115.9945,0.0,6.1
18,13,11,2013,217.0,266.0,25.0,110.862,0.0,6.3
19,13,11,2013,233.0,278.0,21.0,113.1203,0.0,6.0
20,13,11,2013,260.0,314.0,23.0,112.2991,0.0,5.7
21,13,11,2013,268.0,321.0,24.0,114.1468,0.0,5.7
22,13,11,2013,257.0,282.0,22.0,116.6104,0.0,5.0
23,13,11,2013,229.0,241.0,22.0,110.2461,0.0,4.4
0,14,11,2013,211.0,234.0,19.0,100.1864,0.0,2.9
1,14,11,2013,216.0,224.0,14.0,97.5175,0.0,3.5
2,14,11,2013,203.0,224.0,9.0,89.7161,0.0,7.3
3,14,11,2013,102.0,84.0,36.0,72.8815,0.0,8.3
4,14,11,2013,49.0,69.0,34.0,52.1462,0.0,8.6
5,14,11,2013,33.0,53.0,21.0,31.4109,0.0,8.2
6,14,11,2013,19.0,38.0,20.0,19.2982,0.0,8.5
7,14,11,2013,22.0,45.0,18.0,23.6095,0.0,9.0
8,14,11,2013,24.0,87.0,21.0,30.795,0.0,10.2
9,14,11,2013,26.0,66.0,24.0,32.4374,0.0,11.1
10,14,11,2013,30.0,69.0,21.0,25.2519,0.0,12.6
11,14,11,2013,20.0,53.0,16.0,17.2452,0.0,13.0
12,14,11,2013,21.0,66.0,12.0,14.1657,0.0,13.7
13,14,11,2013,29.0,65.0,14.0,14.5763,0.0,14.6
14,14,11,2013,27.0,87.0,14.0,16.2187,0.0,14.8
15,14,11,2013,36.0,66.0,17.0,22.583,0.0,14.4
16,14,11,2013,34.0,85.0,17.0,32.0268,0.0,10.4
17,14,11,2013,78.0,132.0,24.0,83.5571,0.0,6.5
18,14,11,2013,79.0,129.0,23.0,90.7426,0.0,4.7
19,14,11,2013,97.0,180.0,27.0,83.3518,0.0,3.7
20,14,11,2013,116.0,206.0,30.0,84.5836,0.0,2.9
21,14,11,2013,124.0,215.0,35.0,84.173,0.0,2.1
22,14,11,2013,124.0,207.0,34.0,81.7094,0.0,1.8
23,14,11,2013,120.0,211.0,29.0,80.4776,0.0,1.5
